enc_name,caption_type,participant,roi,acc
BERT,Phi-4,3,all,0.3113558877006677
BERT,Phi-4,3,faces,0.3152729670609558
BERT,Phi-4,3,bodies,0.3249652221573232
BERT,Phi-4,3,places,0.3047696973591088
BERT,Phi-4,4,all,0.3073807651203593
BERT,Phi-4,4,faces,0.255406495695237
BERT,Phi-4,4,bodies,0.3243378270864608
BERT,Phi-4,4,places,0.3042707295605933
BERT,Phi-4,5,all,0.3799018152692157
BERT,Phi-4,5,faces,0.3422447536744736
BERT,Phi-4,5,bodies,0.3692425465093338
BERT,Phi-4,5,places,0.4300091187520537
BERT,Phi-4,6,all,0.2890744789179397
BERT,Phi-4,6,faces,0.3079141165865227
BERT,Phi-4,6,bodies,0.3116205153561939
BERT,Phi-4,6,places,0.2598506773744193
BERT,Phi-4,7,all,0.3135138755488124
BERT,Phi-4,7,faces,0.2687217987306537
BERT,Phi-4,7,bodies,0.3400631938963481
BERT,Phi-4,7,places,0.2976751002699159
BERT,Phi-4,8,all,0.2333943307079613
BERT,Phi-4,8,faces,0.2277958660365239
BERT,Phi-4,8,bodies,0.240421482111091
BERT,Phi-4,8,places,0.2367283086113582
BERT,Pixtral,1,all,0.3968068506182937
BERT,Pixtral,1,faces,0.3311425184383942
BERT,Pixtral,1,bodies,0.4274967286884401
BERT,Pixtral,1,places,0.3861236661550523
BERT,Pixtral,2,all,0.3832697518004974
BERT,Pixtral,2,faces,0.2971493361025725
BERT,Pixtral,2,bodies,0.3946387860239038
BERT,Pixtral,2,places,0.4079598560687112
BERT,Pixtral,3,all,0.3273042984990287
BERT,Pixtral,3,faces,0.321910048976089
BERT,Pixtral,3,bodies,0.336967721353147
BERT,Pixtral,3,places,0.3298061849383985
BERT,Pixtral,4,all,0.3208201373864948
BERT,Pixtral,4,faces,0.2729526806669982
BERT,Pixtral,4,bodies,0.325286786212166
BERT,Pixtral,4,places,0.3331842691675941
BERT,Pixtral,5,all,0.3985271080738035
BERT,Pixtral,5,faces,0.3591518559918054
BERT,Pixtral,5,bodies,0.3832637030810038
BERT,Pixtral,5,places,0.4579366237576324
BERT,Pixtral,6,all,0.3138845635555171
BERT,Pixtral,6,faces,0.3175246767569658
BERT,Pixtral,6,bodies,0.3291312569142537
BERT,Pixtral,6,places,0.2986252027536905
BERT,Pixtral,7,all,0.33234629976122
BERT,Pixtral,7,faces,0.2783422392050685
BERT,Pixtral,7,bodies,0.3524371051271589
BERT,Pixtral,7,places,0.327429029114038
BERT,Pixtral,8,all,0.2471743490798486
BERT,Pixtral,8,faces,0.2488683811146897
BERT,Pixtral,8,bodies,0.2475059736238737
BERT,Pixtral,8,places,0.2546321182353876
BERT,Qwen2.5-VL,1,all,0.390172708284275
BERT,Qwen2.5-VL,1,faces,0.3242837297877279
BERT,Qwen2.5-VL,1,bodies,0.4270475332881362
BERT,Qwen2.5-VL,1,places,0.3721847651135148
BERT,Qwen2.5-VL,2,all,0.3825642668361395
BERT,Qwen2.5-VL,2,faces,0.2908067362803008
BERT,Qwen2.5-VL,2,bodies,0.3921016073179268
BERT,Qwen2.5-VL,2,places,0.4118422050428673
BERT,Qwen2.5-VL,3,all,0.319559306806907
BERT,Qwen2.5-VL,3,faces,0.3204907978802178
BERT,Qwen2.5-VL,3,bodies,0.3307077259922177
BERT,Qwen2.5-VL,3,places,0.3176400102215544
BERT,Qwen2.5-VL,4,all,0.3201801990537739
BERT,Qwen2.5-VL,4,faces,0.2653656318539478
BERT,Qwen2.5-VL,4,bodies,0.3265906569815008
BERT,Qwen2.5-VL,4,places,0.3324292117828666
BERT,Qwen2.5-VL,5,all,0.3928285307298355
BERT,Qwen2.5-VL,5,faces,0.3547269035259577
BERT,Qwen2.5-VL,5,bodies,0.3776685327076267
BERT,Qwen2.5-VL,5,places,0.4504778699268837
BERT,Qwen2.5-VL,6,all,0.3100740266475152
BERT,Qwen2.5-VL,6,faces,0.3149002033079217
BERT,Qwen2.5-VL,6,bodies,0.3293571360782876
BERT,Qwen2.5-VL,6,places,0.2888418856280115
BERT,Qwen2.5-VL,7,all,0.3309723058504826
BERT,Qwen2.5-VL,7,faces,0.2749603417931231
BERT,Qwen2.5-VL,7,bodies,0.3551428135014973
BERT,Qwen2.5-VL,7,places,0.3214414494823825
BERT,Qwen2.5-VL,8,all,0.2390972998582902
BERT,Qwen2.5-VL,8,faces,0.2398026842214382
BERT,Qwen2.5-VL,8,bodies,0.2432888997104409
BERT,Qwen2.5-VL,8,places,0.2425420862197737
BERT,Molmo,1,all,0.3921041914193268
BERT,Molmo,1,faces,0.3195580359455443
BERT,Molmo,1,bodies,0.419379518983728
BERT,Molmo,1,places,0.3864533508941368
BERT,Molmo,2,all,0.3876784669225247
BERT,Molmo,2,faces,0.2958734656430026
BERT,Molmo,2,bodies,0.3939436807628645
BERT,Molmo,2,places,0.4215595850726908
BERT,Molmo,3,all,0.3255487595175354
BERT,Molmo,3,faces,0.3215119824398091
BERT,Molmo,3,bodies,0.3332286680656546
BERT,Molmo,3,places,0.3306170607058246
BERT,Molmo,4,all,0.3174659921651483
BERT,Molmo,4,faces,0.2614378714131973
BERT,Molmo,4,bodies,0.3224800012413888
BERT,Molmo,4,places,0.3321320999602568
BERT,Molmo,5,all,0.3991100647976991
BERT,Molmo,5,faces,0.3544790390645845
BERT,Molmo,5,bodies,0.3812974573839479
BERT,Molmo,5,places,0.4641972986457887
BERT,Molmo,6,all,0.3128394637813149
BERT,Molmo,6,faces,0.317445227211053
BERT,Molmo,6,bodies,0.3306386466760522
BERT,Molmo,6,places,0.2935768555141589
BERT,Molmo,7,all,0.332262920410962
BERT,Molmo,7,faces,0.2717167164914002
BERT,Molmo,7,bodies,0.3495268151509383
BERT,Molmo,7,places,0.3324393201614697
BERT,Molmo,8,all,0.2467514274831873
BERT,Molmo,8,faces,0.2317291437636154
BERT,Molmo,8,bodies,0.2468414547589639
BERT,Molmo,8,places,0.2622483043893162
KaLM Embedding,MS COCO,1,all,0.3791116858253071
KaLM Embedding,MS COCO,1,faces,0.3169181252780713
KaLM Embedding,MS COCO,1,bodies,0.4245873911136582
KaLM Embedding,MS COCO,1,places,0.3491452761101716
KaLM Embedding,MS COCO,2,all,0.3720266321868735
KaLM Embedding,MS COCO,2,faces,0.2921736233813602
KaLM Embedding,MS COCO,2,bodies,0.3858163050942984
KaLM Embedding,MS COCO,2,places,0.3903364173743496
KaLM Embedding,MS COCO,3,all,0.310749641987185
KaLM Embedding,MS COCO,3,faces,0.314767473145453
KaLM Embedding,MS COCO,3,bodies,0.3274466753100181
KaLM Embedding,MS COCO,3,places,0.300417540563624
KaLM Embedding,MS COCO,4,all,0.3094853524238208
KaLM Embedding,MS COCO,4,faces,0.2600969421423093
KaLM Embedding,MS COCO,4,bodies,0.3266150898546023
KaLM Embedding,MS COCO,4,places,0.305357506956771
KaLM Embedding,MS COCO,5,all,0.3864935309215296
KaLM Embedding,MS COCO,5,faces,0.3474379722960569
KaLM Embedding,MS COCO,5,bodies,0.3754099589726197
KaLM Embedding,MS COCO,5,places,0.4387338969386395
KaLM Embedding,MS COCO,6,all,0.2973412920939294
KaLM Embedding,MS COCO,6,faces,0.3042698191173041
KaLM Embedding,MS COCO,6,bodies,0.320306923438774
KaLM Embedding,MS COCO,6,places,0.2707875888703919
KaLM Embedding,MS COCO,7,all,0.3124847242550574
KaLM Embedding,MS COCO,7,faces,0.2659044615694224
KaLM Embedding,MS COCO,7,bodies,0.3415001705668373
KaLM Embedding,MS COCO,7,places,0.2925298771697415
KaLM Embedding,MS COCO,8,all,0.2366240382820693
KaLM Embedding,MS COCO,8,faces,0.2310787422329857
KaLM Embedding,MS COCO,8,bodies,0.2418731677566239
KaLM Embedding,MS COCO,8,places,0.2416596251364005
KaLM Embedding,LLaVA-OV,1,all,0.4098465892938891
KaLM Embedding,LLaVA-OV,1,faces,0.3350898569044859
KaLM Embedding,LLaVA-OV,1,bodies,0.4503505444348519
KaLM Embedding,LLaVA-OV,1,places,0.3899027396719658
KaLM Embedding,LLaVA-OV,2,all,0.3914202280416608
KaLM Embedding,LLaVA-OV,2,faces,0.3021980959788625
KaLM Embedding,LLaVA-OV,2,bodies,0.4031203642455455
KaLM Embedding,LLaVA-OV,2,places,0.4173463680281041
KaLM Embedding,LLaVA-OV,3,all,0.3279967439025834
KaLM Embedding,LLaVA-OV,3,faces,0.3317755305793928
KaLM Embedding,LLaVA-OV,3,bodies,0.344372297046511
KaLM Embedding,LLaVA-OV,3,places,0.3190547160798757
KaLM Embedding,LLaVA-OV,4,all,0.3295062246273729
KaLM Embedding,LLaVA-OV,4,faces,0.2772090610820977
KaLM Embedding,LLaVA-OV,4,bodies,0.3421087064251317
KaLM Embedding,LLaVA-OV,4,places,0.3333665960588272
KaLM Embedding,LLaVA-OV,5,all,0.4079951753548033
KaLM Embedding,LLaVA-OV,5,faces,0.3684682966681087
KaLM Embedding,LLaVA-OV,5,bodies,0.394682722470313
KaLM Embedding,LLaVA-OV,5,places,0.4642191379254972
KaLM Embedding,LLaVA-OV,6,all,0.3190066982152011
KaLM Embedding,LLaVA-OV,6,faces,0.3324963956524016
KaLM Embedding,LLaVA-OV,6,bodies,0.3440761866100261
KaLM Embedding,LLaVA-OV,6,places,0.2879511369551792
KaLM Embedding,LLaVA-OV,7,all,0.3324644505825955
KaLM Embedding,LLaVA-OV,7,faces,0.2816770929002105
KaLM Embedding,LLaVA-OV,7,bodies,0.3616221356255339
KaLM Embedding,LLaVA-OV,7,places,0.3152763716674465
KaLM Embedding,LLaVA-OV,8,all,0.2454851238349343
KaLM Embedding,LLaVA-OV,8,faces,0.2443963264634026
KaLM Embedding,LLaVA-OV,8,bodies,0.2504207248924063
KaLM Embedding,LLaVA-OV,8,places,0.2495628470350882
KaLM Embedding,Phi-4,1,all,0.3976415206877755
KaLM Embedding,Phi-4,1,faces,0.327176822095536
KaLM Embedding,Phi-4,1,bodies,0.4403160863215337
KaLM Embedding,Phi-4,1,places,0.3741736061209215
KaLM Embedding,Phi-4,2,all,0.3830488340065624
KaLM Embedding,Phi-4,2,faces,0.2960287960831528
KaLM Embedding,Phi-4,2,bodies,0.3974905183480633
KaLM Embedding,Phi-4,2,places,0.4043119786083244
KaLM Embedding,Phi-4,3,all,0.3256806020505438
KaLM Embedding,Phi-4,3,faces,0.3306572429165648
KaLM Embedding,Phi-4,3,bodies,0.3418735462722596
KaLM Embedding,Phi-4,3,places,0.315822698475863
KaLM Embedding,Phi-4,4,all,0.3190142007890902
KaLM Embedding,Phi-4,4,faces,0.2661432494395198
KaLM Embedding,Phi-4,4,bodies,0.3356094959253977
KaLM Embedding,Phi-4,4,places,0.3164388198587015
KaLM Embedding,Phi-4,5,all,0.4002153392232434
KaLM Embedding,Phi-4,5,faces,0.3610616195337719
KaLM Embedding,Phi-4,5,bodies,0.3904800883234857
KaLM Embedding,Phi-4,5,places,0.4503308794852464
KaLM Embedding,Phi-4,6,all,0.3076360258937844
KaLM Embedding,Phi-4,6,faces,0.3234856354731011
KaLM Embedding,Phi-4,6,bodies,0.3322270507012699
KaLM Embedding,Phi-4,6,places,0.2762167169309681
KaLM Embedding,Phi-4,7,all,0.3281934391553457
KaLM Embedding,Phi-4,7,faces,0.2749052239956945
KaLM Embedding,Phi-4,7,bodies,0.3571730719672309
KaLM Embedding,Phi-4,7,places,0.3115444337788963
KaLM Embedding,Phi-4,8,all,0.2429553022880942
KaLM Embedding,Phi-4,8,faces,0.2387546560532727
KaLM Embedding,Phi-4,8,bodies,0.2492381935837965
KaLM Embedding,Phi-4,8,places,0.2465525277413371
KaLM Embedding,Pixtral,1,all,0.4213558804219575
KaLM Embedding,Pixtral,1,faces,0.3440377699766473
KaLM Embedding,Pixtral,1,bodies,0.4555160111756716
KaLM Embedding,Pixtral,1,places,0.4103265017818271
KaLM Embedding,Pixtral,2,all,0.4041253601091936
KaLM Embedding,Pixtral,2,faces,0.3089835167936683
KaLM Embedding,Pixtral,2,bodies,0.417325393571162
KaLM Embedding,Pixtral,2,places,0.4309155877035518
KaLM Embedding,Pixtral,3,all,0.3382491610248985
KaLM Embedding,Pixtral,3,faces,0.3393656859035688
KaLM Embedding,Pixtral,3,bodies,0.3513693828063252
KaLM Embedding,Pixtral,3,places,0.3344097968464614
KaLM Embedding,Pixtral,4,all,0.3393306303109344
KaLM Embedding,Pixtral,4,faces,0.2878466315181615
KaLM Embedding,Pixtral,4,bodies,0.345357037611849
KaLM Embedding,Pixtral,4,places,0.3515835740332402
KaLM Embedding,Pixtral,5,all,0.4232943534834325
KaLM Embedding,Pixtral,5,faces,0.3856061285613179
KaLM Embedding,Pixtral,5,bodies,0.4086104986050264
KaLM Embedding,Pixtral,5,places,0.4828388409430906
KaLM Embedding,Pixtral,6,all,0.3331012621852526
KaLM Embedding,Pixtral,6,faces,0.3393380689557478
KaLM Embedding,Pixtral,6,bodies,0.3516233658644751
KaLM Embedding,Pixtral,6,places,0.3128035384783871
KaLM Embedding,Pixtral,7,all,0.3440199845813782
KaLM Embedding,Pixtral,7,faces,0.2896261365464487
KaLM Embedding,Pixtral,7,bodies,0.3686240622706999
KaLM Embedding,Pixtral,7,places,0.3338935440855314
KaLM Embedding,Pixtral,8,all,0.2557232254364861
KaLM Embedding,Pixtral,8,faces,0.2557975102525408
KaLM Embedding,Pixtral,8,bodies,0.258976126483304
KaLM Embedding,Pixtral,8,places,0.2614056742525964
KaLM Embedding,Qwen2.5-VL,1,all,0.4209121218180965
KaLM Embedding,Qwen2.5-VL,1,faces,0.3435536904095336
KaLM Embedding,Qwen2.5-VL,1,bodies,0.4615559223877659
KaLM Embedding,Qwen2.5-VL,1,places,0.4019352951160332
KaLM Embedding,Qwen2.5-VL,2,all,0.4053377927094641
KaLM Embedding,Qwen2.5-VL,2,faces,0.3087101638406203
KaLM Embedding,Qwen2.5-VL,2,bodies,0.4167212960488183
KaLM Embedding,Qwen2.5-VL,2,places,0.4356033065749493
KaLM Embedding,Qwen2.5-VL,3,all,0.3383987922099472
KaLM Embedding,Qwen2.5-VL,3,faces,0.3431796461573332
KaLM Embedding,Qwen2.5-VL,3,bodies,0.3540501562580572
KaLM Embedding,Qwen2.5-VL,3,places,0.3297368851556752
KaLM Embedding,Qwen2.5-VL,4,all,0.3404218420178679
KaLM Embedding,Qwen2.5-VL,4,faces,0.2863048974838279
KaLM Embedding,Qwen2.5-VL,4,bodies,0.3499828272517182
KaLM Embedding,Qwen2.5-VL,4,places,0.3482352509175718
KaLM Embedding,Qwen2.5-VL,5,all,0.4242738453347398
KaLM Embedding,Qwen2.5-VL,5,faces,0.382086533031309
KaLM Embedding,Qwen2.5-VL,5,bodies,0.4090602307743584
KaLM Embedding,Qwen2.5-VL,5,places,0.485572139915979
KaLM Embedding,Qwen2.5-VL,6,all,0.3287120707239159
KaLM Embedding,Qwen2.5-VL,6,faces,0.3389499088095283
KaLM Embedding,Qwen2.5-VL,6,bodies,0.350837589054671
KaLM Embedding,Qwen2.5-VL,6,places,0.3015461596676488
KaLM Embedding,Qwen2.5-VL,7,all,0.348510340456675
KaLM Embedding,Qwen2.5-VL,7,faces,0.2904160622111912
KaLM Embedding,Qwen2.5-VL,7,bodies,0.3724598308338159
KaLM Embedding,Qwen2.5-VL,7,places,0.3401143847572367
KaLM Embedding,Qwen2.5-VL,8,all,0.2486809054587571
KaLM Embedding,Qwen2.5-VL,8,faces,0.2474064807942573
KaLM Embedding,Qwen2.5-VL,8,bodies,0.2537757598797457
KaLM Embedding,Qwen2.5-VL,8,places,0.2521692575306952
KaLM Embedding,Molmo,1,all,0.4157530639525122
KaLM Embedding,Molmo,1,faces,0.3401096263554458
KaLM Embedding,Molmo,1,bodies,0.4507678309619889
KaLM Embedding,Molmo,1,places,0.4023410769274635
KaLM Embedding,Molmo,2,all,0.4041960293143397
KaLM Embedding,Molmo,2,faces,0.308320184179599
KaLM Embedding,Molmo,2,bodies,0.4129498663613657
KaLM Embedding,Molmo,2,places,0.4367411547284578
KaLM Embedding,Molmo,3,all,0.3380783498869528
KaLM Embedding,Molmo,3,faces,0.3404300642413551
KaLM Embedding,Molmo,3,bodies,0.3517945240960285
KaLM Embedding,Molmo,3,places,0.3335502632724199
KaLM Embedding,Molmo,4,all,0.3340177832069048
KaLM Embedding,Molmo,4,faces,0.2806982352304019
KaLM Embedding,Molmo,4,bodies,0.3429371026248201
KaLM Embedding,Molmo,4,places,0.3422574114973076
KaLM Embedding,Molmo,5,all,0.42334383428736
KaLM Embedding,Molmo,5,faces,0.386116567059098
KaLM Embedding,Molmo,5,bodies,0.4083112741884038
KaLM Embedding,Molmo,5,places,0.4824427632513937
KaLM Embedding,Molmo,6,all,0.3299101492340349
KaLM Embedding,Molmo,6,faces,0.3382953959262003
KaLM Embedding,Molmo,6,bodies,0.3499534035767926
KaLM Embedding,Molmo,6,places,0.3064080434602809
KaLM Embedding,Molmo,7,all,0.3457320982678495
KaLM Embedding,Molmo,7,faces,0.2902468794183222
KaLM Embedding,Molmo,7,bodies,0.3705426369589003
KaLM Embedding,Molmo,7,places,0.3353771991078867
KaLM Embedding,Molmo,8,all,0.2528364770057427
KaLM Embedding,Molmo,8,faces,0.2469625995086919
KaLM Embedding,Molmo,8,bodies,0.2546844783552744
KaLM Embedding,Molmo,8,places,0.262743299942529
